name,country,avgTenure,avgAge,percentWomen,cap,industry,industryTenure,industryAge,industryWomen,globalTenure,globalAge,globalWomen,countryTenure,countryAge,countryWomen
"Lumber Liquidators Holdings, Inc.",US,8.1,58.9,12.5,0.4539,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Park National Corporation,US,8,58.9,25,1.4739,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Nordson Corporation,US,7.9,58.9,11.1,4.9458,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
NovoCure Limited,US,7.7,58.9,0,0.9779,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
FirstRand Ltd,South Africa,7.5,58.9,20,18.3437,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
Ritchie Bros. Auctioneers Incorporated,US,7.3,58.9,14.3,3.5637,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
CENTRAL EUROPEAN MEDIA ENTERPRISES LTD.,US,7.2,58.9,20,0.318,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Hormel Foods Corporation,US,7.1,58.9,26.7,19.218,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Progenics Pharmaceuticals, Inc.",US,6.9,58.9,28.6,0.3567,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Virgin America Inc.,US,6.2,58.9,9.1,2.5197,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Ferro Corporation,US,5.4,58.9,0,1.187,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"Virtus Investment Partners, Inc.",US,5.4,58.9,25,0.6765,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Singapore Telecommunications Limited,Singapore,5.3,58.9,33.3,50.5745,Telecommunication Services,6,57.92,19,7.4,60,17,7.856410256,62.14871795,11
"United Financial Bancorp, Inc.",US,5.2,58.9,33.3,0.6767,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"TRC Companies, Inc.",US,5,58.9,25,0.2085,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
BillerudKorsnas AB,Sweden,4.9,58.9,30,3.1653,Materials,6.88,60.08,16,7.4,60,17,5.673031026,55.85441527,35
Redrow plc,UK,4.9,58.9,42.9,1.5918,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Ethan Allen Interiors Inc.,US,4.9,58.9,23.1,0.9652,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Archrock Inc.,US,4.8,58.9,25,0.6851,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"STAG Industrial, Inc.",US,4.6,58.9,0,1.6733,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Talmer Bancorp, Inc.",US,4.6,58.9,14.3,1.3519,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Watts Water Technologies, Inc.",US,4.4,58.9,11.1,2.1482,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Apollo Commercial Real Estate Finance, Inc.",US,4.4,58.9,0,1.0879,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
RELX NV,Netherlands,4.3,58.9,30,18.3975,Consumer Discretionary,7.57,59.12,20,7.4,60,17,4.58839779,59.22928177,25
RELX plc,UK,4.1,58.9,30,20.2086,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Mechel PAO,Russia,4,58.9,0,0.3745,Materials,6.88,60.08,16,7.4,60,17,4.133909287,51.47084233,6
BBA Aviation plc,UK,3.5,58.9,12.5,3.0754,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
RSA Insurance Group plc,UK,3.3,58.9,20,6.4748,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Turquoise Hill Resources Ltd.,Canada,3.1,58.9,28.6,7.1845,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Canadian Pacific Railway Limited,US,2.7,58.9,22.2,21.2543,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Samsung Engineering Co. Ltd.,South Korea,2.6,58.9,0,1.9303,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
The New Home Company Inc.,US,2,58.9,18.2,0.1936,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"AMC Entertainment Holdings, Inc.",US,1.8,58.9,11.1,2.9803,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
JRP Group plc,UK,1.7,58.9,11.1,1.2937,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Osisko Gold Royalties Ltd,Canada,1.6,58.9,22.2,1.4042,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
"HealthStream, Inc.",US,15.3,58.8,20,0.8519,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"J.B. Hunt Transport Services, Inc.",US,15.1,58.8,20,9.606,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Stryker Corporation,US,14.7,58.8,22.2,45.6556,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Saras SPA,Italy,14.7,58.8,25,1.4975,Energy,7,60.92,12,7.4,60,17,6.869612069,57.98599138,25
Korean Air Lines Co. Ltd.,South Korea,14.5,58.8,0,1.7166,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
"MB Financial, Inc.",US,13.5,58.8,27.3,2.8268,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"PROS Holdings, Inc.",US,12.9,58.8,25,0.5236,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Cherokee Inc.,US,12.5,58.8,0,0.0992,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
IDT Corporation,US,9.6,58.8,0,0.3666,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
"Johnson Controls, Inc.",US,8.3,58.8,20,28.1344,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Balchem Corporation,US,8.1,58.8,0,1.9974,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Bodycote plc,UK,8,58.8,20,1.5019,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"Amicus Therapeutics, Inc.",US,7.9,58.8,12.5,0.7699,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"PRA Group, Inc.",US,7.5,58.8,9.1,1.2717,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"EnerNOC, Inc.",US,7.3,58.8,12.5,0.2166,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Randgold Resources Ltd,UK,7.2,58.8,22.2,10.919,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Convergys Corporation,US,7.2,58.8,33.3,2.5626,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
WPP plc,UK,7,58.8,30.8,28.4431,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Anthera Pharmaceuticals, Inc.",US,6.7,58.8,0,0.1348,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"DuPont Fabros Technology, Inc.",US,6.5,58.8,12.5,3.5066,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
MEG Energy Corp.,Canada,6.5,58.8,9.1,1.1351,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
MAG Silver Corp.,Canada,6.4,58.8,12.5,1.2593,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
ProMetic Life Sciences Inc.,Canada,5.9,58.8,18.2,1.4205,Health Care,7.13,60.28,16,7.4,60,17,7.662806089,60.97683653,17
Compagnie de Saint Gobain,France,5.8,58.8,31.3,22.3608,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Baloise Holding,Switzerland,5.8,58.8,10,5.5121,Financials,7.92,60.71,18,7.4,60,17,6.63956044,58.88351648,18
"Penumbra, Inc.",US,5.7,58.8,0,1.8424,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
HDFC Bank Limited,India,5.6,58.8,18.2,46.1629,Financials,7.92,60.71,18,7.4,60,17,8.233502538,61.66497462,12
"Roadrunner Transportation Systems, Inc.",US,5.5,58.8,10,0.3399,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Bunzl plc,UK,5.4,58.8,22.2,10.4573,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Bank Of Nova Scotia,Canada,4.8,58.8,29.4,60.7173,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Wartsila Oyj,Finland,4.8,58.8,25,8.4944,Industrials,7.44,60.22,17,7.4,60,17,4.538461538,57.46745562,31
Hyundai Development Co. - Engineering & Construction,South Korea,4.8,58.8,0,2.5455,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
Elior Group,France,4.7,58.8,44.4,3.7248,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
National Bank Of Canada,Canada,4.5,58.8,38.5,11.8124,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Redefine Properties Ltd,South Africa,4.5,58.8,15.4,3.882,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
Playtech plc,UK,4.5,58.8,0,3.5966,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
Telenor ASA,Norway,4.3,58.8,45.5,25.3271,Telecommunication Services,6,57.92,19,7.4,60,17,4.604026846,53.98657718,42
"Chiasma, Inc.",US,4.1,58.8,0,0.0683,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Accelerate Diagnostics, Inc.",US,3.7,58.8,0,1.0064,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Fletcher Building Ltd.,New Zealand,3.6,58.8,25,4.462,Materials,6.88,60.08,16,7.4,60,17,5.64516129,59.12903226,19
"Cable One, Inc.",US,3.5,58.8,37.5,2.9891,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Metso Corporation,Finland,3.4,58.8,25,3.9046,Industrials,7.44,60.22,17,7.4,60,17,4.538461538,57.46745562,31
"Aratana Therapeutics, Inc.",US,3,58.8,33.3,0.2382,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Laird plc,UK,2.9,58.8,37.5,1.1351,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
Hyundai Mobis Co.,South Korea,2.8,58.8,0,22.7262,Consumer Discretionary,7.57,59.12,20,7.4,60,17,3.488721805,57.96491228,2
Woolworths Ltd.,Australia,2.8,58.8,33.3,20.8778,Consumer Staples,7.41,59.11,21,7.4,60,17,5.81913775,59.75394322,24
Cliffs Natural Resources Inc.,US,2.8,58.8,11.1,1.328,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"Bob Evans Farms, Inc.",US,2.5,58.8,30,0.7339,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Stallergenes Greer plc,France,2.5,58.8,25,0.4852,Health Care,7.13,60.28,16,7.4,60,17,6.58443621,56.8279513,38
Eurobank Ergasias SA,Greece,1.9,58.8,14.3,1.4175,Financials,7.92,60.71,18,7.4,60,17,5.540540541,57.63513514,15
"Premier, Inc.",US,1.1,58.8,25,1.5138,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Banco BPI S.A,Portugal,13.3,58.7,9.1,1.8153,Financials,7.92,60.71,18,7.4,60,17,5.763975155,55.11180124,13
"PDC Energy, Inc.",US,11.4,58.7,14.3,2.5123,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Carsales.com Ltd.,Australia,11.3,58.7,16.7,2.2271,Information Technology,7.58,59.27,15,7.4,60,17,5.81913775,59.75394322,24
Mettler-Toledo International Inc.,US,10.1,58.7,11.1,10.3046,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
BASF SE,Germany,10,58.7,25,72.9416,Materials,6.88,60.08,16,7.4,60,17,6.03255814,57.39255814,24
"John Wiley & Sons, Inc.",US,9.5,58.7,18.2,3.1901,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
OCI Co. Ltd.,South Korea,9.4,58.7,0,2.1076,Materials,6.88,60.08,16,7.4,60,17,3.488721805,57.96491228,2
"Live Nation Entertainment, Inc.",US,7.6,58.7,8.3,4.9737,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"McCormick & Company, Incorporated",US,7.5,58.7,27.3,13.3,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Beazley plc,UK,7.4,58.7,18.2,2.6193,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Ten Network Holdings Ltd.,Australia,7.3,58.7,25,0.2621,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.81913775,59.75394322,24
Apigee Corporation,US,7,58.7,0,0.3582,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Immersion Corporation,US,7,58.7,0,0.2023,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Continental AG,Germany,6.6,58.7,20,39.8363,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.03255814,57.39255814,24
Swiss Life Holding,Switzerland,6.5,58.7,18.2,7.1679,Financials,7.92,60.71,18,7.4,60,17,6.63956044,58.88351648,18
Norsk Hydro ASA,Norway,6.4,58.7,30,8.1752,Materials,6.88,60.08,16,7.4,60,17,4.604026846,53.98657718,42
ATS Automation Tooling Systems Inc.,Canada,6.1,58.7,0,0.6956,Industrials,7.44,60.22,17,7.4,60,17,7.662806089,60.97683653,17
Centamin plc,UK,6,58.7,0,2.4159,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Technip,France,5.6,58.7,41.7,6.8137,Energy,7,60.92,12,7.4,60,17,6.58443621,56.8279513,38
C&C Group plc,Ireland,5.5,58.7,20,1.2344,Consumer Staples,7.41,59.11,21,7.4,60,17,6.943396226,57.52830189,16
Carlsberg,Denmark,5.2,58.7,26.7,14.5849,Consumer Staples,7.41,59.11,21,7.4,60,17,5.618811881,54.96039604,27
Prudential plc,UK,5.1,58.7,18.8,44.0726,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Algonquin Power & Utilities Corp.,Canada,4.9,58.7,33.3,2.5741,Utilities,6.4,59.97,21,7.4,60,17,7.662806089,60.97683653,17
Seven Generations Energy Ltd.,Canada,4.6,58.7,9.1,5.8814,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
OZ Minerals Ltd,Australia,4.5,58.7,33.3,1.604,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
Raging River Exploration Inc.,Canada,4.3,58.7,0,1.8534,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Infoblox Inc.,US,4.3,58.7,16.7,1.0976,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Pennon Group plc,UK,4.1,58.7,28.6,4.9665,Utilities,6.4,59.97,21,7.4,60,17,5.650285094,57.00678794,20
Computer Sciences Corporation,US,3.9,58.7,10,6.7694,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
McBride plc,UK,2.8,58.7,16.7,0.3728,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
"Cidara Therapeutics, Inc.",US,1.8,58.7,0,0.1559,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Recordati Industria Chimica e Farmaceutica Spa,Italy,14.8,58.6,22.2,6.4377,Health Care,7.13,60.28,16,7.4,60,17,6.869612069,57.98599138,25
Hannover Rueck SE,Germany,12,58.6,33.3,12.1715,Financials,7.92,60.71,18,7.4,60,17,6.03255814,57.39255814,24
"Natural Grocers by Vitamin Cottage, Inc.",US,11.9,58.6,28.6,0.3054,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Cavco Industries, Inc.",US,11.2,58.6,0,0.8834,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Kohl's Corporation,US,10.7,58.6,20,7.093,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Cavium, Inc.",US,10.2,58.6,0,2.3698,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Schindler Holding AG,Switzerland,10,58.6,16.7,20.0223,Industrials,7.44,60.22,17,7.4,60,17,6.63956044,58.88351648,18
Telefonica S.A.,Spain,8.9,58.6,11.1,48.5504,Telecommunication Services,6,57.92,19,7.4,60,17,7.459330144,60.57655502,18
Big 5 Sporting Goods Corporation,US,8.8,58.6,25,0.2163,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"United Natural Foods, Inc.",US,8.3,58.6,37.5,2.4102,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Escalade, Incorporated",US,7.9,58.6,0,0.1548,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Novolipetsk Steel,Russia,7.8,58.6,0,8.5403,Materials,6.88,60.08,16,7.4,60,17,4.133909287,51.47084233,6
RAIT FINANCIAL TRUST,US,7.7,58.6,11.1,0.2848,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Tableau Software, Inc.",US,7.6,58.6,0,3.9701,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Astaldi SPA,Italy,7.6,58.6,25,0.4379,Industrials,7.44,60.22,17,7.4,60,17,6.869612069,57.98599138,25
"Fortinet, Inc.",US,7.3,58.6,14.3,5.8574,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Invacare Corporation,US,7.3,58.6,0,0.4235,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Vitae Pharmaceuticals, Inc.",US,7.1,58.6,12.5,0.289,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Cirrus Logic, Inc.",US,6,58.6,12.5,2.5023,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Rovi Corporation,US,6,58.6,12.5,1.4316,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
United Community Financial Corp.,US,5.4,58.6,11.1,0.2909,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Western Energy Services Corp.,Canada,5.2,58.6,0,0.1914,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Sanofi,France,5.1,58.6,46.2,107.7138,Health Care,7.13,60.28,16,7.4,60,17,6.58443621,56.8279513,38
Dollar General Corporation,US,5,58.6,37.5,26.0253,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Tatneft PJSC,Russia,4.9,58.6,0,11.6802,Energy,7,60.92,12,7.4,60,17,4.133909287,51.47084233,6
"Medifast, Inc.",US,4.3,58.6,22.2,0.4014,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Tate & Lyle plc,UK,4.2,58.6,27.3,4.2911,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
Outokumpu Oyj,Finland,2.9,58.6,33.3,2.089,Materials,6.88,60.08,16,7.4,60,17,4.538461538,57.46745562,31
"Lion Biotechnologies, Inc.",US,2.8,58.6,20,0.4774,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Volution Group plc,UK,1,58.6,0,0.3746,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Lotte Chemical Corp.,South Korea,0.2,58.6,14.3,8.8007,Materials,6.88,60.08,16,7.4,60,17,3.488721805,57.96491228,2
Trevi Finanziaria Industriale SpA,Italy,17.5,58.5,36.4,0.2161,Industrials,7.44,60.22,17,7.4,60,17,6.869612069,57.98599138,25
National Interstate Corporation,US,9.4,58.5,0,0.6119,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Macy's, Inc.",US,9,58.5,46.2,10.6951,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Godrej Consumer Products Ltd.,India,9,58.5,25,8.1031,Consumer Staples,7.41,59.11,21,7.4,60,17,8.233502538,61.66497462,12
Vocus Communications Ltd,Australia,9,58.5,0,3.8573,Telecommunication Services,6,57.92,19,7.4,60,17,5.81913775,59.75394322,24
"Choice Hotels International, Inc.",US,8.9,58.5,20,2.6956,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Metro Inc.,Canada,7.4,58.5,35.7,8.5372,Consumer Staples,7.41,59.11,21,7.4,60,17,7.662806089,60.97683653,17
Granite Oil Corp.,Canada,7.3,58.5,0,0.1916,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Howden Joinery Group plc,UK,6.9,58.5,12.5,3.5041,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Bloomsbury Publishing plc,UK,6.9,58.5,25,0.1643,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
BB Biotech AG,Switzerland,6.7,58.5,0,2.6259,#N/A N/A,#N/A,#N/A,#N/A,7.4,60,17,6.63956044,58.88351648,18
Zix Corporation,US,6,58.5,16.7,0.2146,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Rex Energy Corporation,US,6,58.5,0,0.0474,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Royal Mail plc,UK,5.5,58.5,37.5,6.7222,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Proximus,Belgium,5.4,58.5,42.9,10.7461,Telecommunication Services,6,57.92,19,7.4,60,17,6.893023256,56.07906977,29
"Northwest Bancshares, Inc.",US,5.4,58.5,20,1.54,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Walter Investment Management Corp.,US,5.3,58.5,9.1,0.1104,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Diageo plc,UK,4.8,58.5,40,70.157,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
"FLEXION THERAPEUTICS, INC.",US,4.8,58.5,12.5,0.4226,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
RWE AG,Germany,4.6,58.5,25,10.4533,Utilities,6.4,59.97,21,7.4,60,17,6.03255814,57.39255814,24
Axway Software,France,4.2,58.5,36.4,0.4738,Information Technology,7.58,59.27,15,7.4,60,17,6.58443621,56.8279513,38
"Vishay Precision Group, Inc.",US,4.2,58.5,16.7,0.1987,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
ASX Ltd.,Australia,4,58.5,22.2,7.1686,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
London Stock Exchange Group plc,UK,3.8,58.5,9.1,12.3509,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Beneteau SA,France,3.8,58.5,20,0.7978,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.58443621,56.8279513,38
Carpetright plc,UK,3.3,58.5,16.7,0.2184,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
GFK SE,Germany,3.1,58.5,30,1.442,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.03255814,57.39255814,24
Ophir Energy plc,UK,2.8,58.5,25,0.6469,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
"RSP Permian, Inc.",US,2.4,58.5,0,3.5535,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Power Construction Corporation of China, Ltd.",China,1.9,58.5,0,12.1489,Industrials,7.44,60.22,17,7.4,60,17,2.422264875,52.7696737,11
Stabilus SA,Luxembourg,1.5,58.5,0,1.2408,Industrials,7.44,60.22,17,7.4,60,17,6.711538462,57.51923077,14
Blue Bird Corporation,US,1.3,58.5,0,0.2693,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
BankFinancial Corporation,US,16,58.4,14.3,0.252,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Datatec Ltd,South Africa,10.8,58.4,12.5,0.6419,Information Technology,7.58,59.27,15,7.4,60,17,7.472007722,56.06949807,21
WSFS Financial Corporation,US,10.1,58.4,20,1.0335,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
JetBlue Airways Corporation,US,9.2,58.4,20,6.005,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Major Drilling Group International Inc.,Canada,8.6,58.4,20,0.4733,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
"Ambarella, Inc.",US,8.4,58.4,0,1.8077,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Acxiom Corporation,US,8.3,58.4,0,1.7629,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
The North West Company Inc.,Canada,8.2,58.4,27.3,1.0962,Consumer Staples,7.41,59.11,21,7.4,60,17,7.662806089,60.97683653,17
Amer Sports Corporation,Finland,8,58.4,25,3.2655,Consumer Discretionary,7.57,59.12,20,7.4,60,17,4.538461538,57.46745562,31
Sun International Ltd,South Africa,7.8,58.4,33.3,0.6535,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.472007722,56.06949807,21
"Weis Markets, Inc.",US,7.2,58.4,0,1.424,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
PSP Swiss Property AG,Switzerland,7,58.4,12.5,4.4904,Financials,7.92,60.71,18,7.4,60,17,6.63956044,58.88351648,18
Regus plc,UK,7,58.4,25,3.5909,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"Hawaiian Holdings, Inc.",US,7,58.4,11.1,2.381,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Applied Materials, Inc.",US,6.9,58.4,18.2,28.6881,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Staples, Inc.",US,6.9,58.4,27.3,5.8166,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
GN Store Nord A/S,Denmark,6.8,58.4,22.2,2.7673,Health Care,7.13,60.28,16,7.4,60,17,5.618811881,54.96039604,27
"Patterson Companies, Inc.",US,6.6,58.4,37.5,4.8777,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Target Corporation,US,6.1,58.4,35.7,43.0406,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Investor AB,Sweden,6.1,58.4,36.4,25.2867,Financials,7.92,60.71,18,7.4,60,17,5.673031026,55.85441527,35
Exxaro Resources Ltd,South Africa,5.5,58.4,16.7,2.0787,Energy,7,60.92,12,7.4,60,17,7.472007722,56.06949807,21
LondonMetric Property plc,UK,5.5,58.4,8.3,1.259,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Renold plc,UK,5.4,58.4,0,0.1023,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
